Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,custom_value9,custom_value7,collector_type_source,custom_value8,What type of news are you most interested in?,Article 1,Article 2,Which article would you be more likely to click on?,How interested are you in the news on a scale of 1 to 10?,Gender,Household Income,Device Type,Region,Age
12842000880,407651576,07/24/2021 04:36:15 AM,07/24/2021 04:36:46 AM,,,,,b97f529de020593b988ef96e66,,,smc,,Art,Text Treatment,Text and Image Treatment,Article 2,3,Female,"$25,000-$49,999",Android Phone / Tablet,East North Central,45-60
12842000769,407651576,07/24/2021 04:36:04 AM,07/24/2021 04:36:41 AM,,,,,f6db731e195bad206a9fbd1b66,,,smc,,Art,Text and Image Treatment,Text and Image Treatment,Article 2,6,Female,"$75,000-$99,999",MacOS Desktop / Laptop,Mountain,> 60
12841999765,407651576,07/24/2021 04:34:34 AM,07/24/2021 04:35:34 AM,,,,,f123602d541ab817dbf55b898b,,,smc,,Travel,Image Treatment,Text and Image Treatment,Article 1,3,Male,"$100,000-$124,999",iOS Phone / Tablet,Middle Atlantic,> 60
12841993727,407651576,07/24/2021 04:28:16 AM,07/24/2021 04:29:09 AM,,,,,97166253c0ed458659db167560,,,smc,,Other,Control,Text and Image Treatment,Article 1,8,Female,"$25,000-$49,999",iOS Phone / Tablet,West South Central,45-60
12841990648,407651576,07/24/2021 04:25:02 AM,07/24/2021 04:25:44 AM,,,,,edb785fe854218bcb712c616e3,,,smc,,Business,Image Treatment,Text Treatment,Article 1,8,Male,"$75,000-$99,999",iOS Phone / Tablet,East South Central,> 60
12841986037,407651576,07/24/2021 04:19:27 AM,07/24/2021 04:20:32 AM,,,,,53ecba33a3f43926c1550c9aa4,,,smc,,Politics,Text Treatment,Control,Article 1,8,Female,"$25,000-$49,999",iOS Phone / Tablet,West North Central,> 60
12841981165,407651576,07/24/2021 04:14:46 AM,07/24/2021 04:15:29 AM,,,,,d1820f5489f7068c929e2f405a,,,smc,,Sports,Text Treatment,Image Treatment,Article 1,6,Male,"$150,000-$174,999",Windows Desktop / Laptop,New England,> 60
12841978683,407651576,07/24/2021 04:11:55 AM,07/24/2021 04:12:39 AM,,,,,7fb41a3e539aeee1bd4d87ea40,,,smc,,Other,Text and Image Treatment,Image Treatment,Article 2,7,Male,"$125,000-$149,999",Android Phone / Tablet,East North Central,30-44
12841977781,407651576,07/24/2021 04:10:51 AM,07/24/2021 04:11:38 AM,,,,,eee0a5aa658480a63d918b4512,,,smc,,Business,Text and Image Treatment,Image Treatment,Article 2,9,Female,"$25,000-$49,999",iOS Phone / Tablet,South Atlantic,> 60
12841975507,407651576,07/24/2021 04:08:51 AM,07/24/2021 04:08:57 AM,,,,,7e6520cd4c0361b8035326498f,,,smc,,Politics,Text and Image Treatment,Image Treatment,Article 2,5,Female,"$25,000-$49,999",iOS Phone / Tablet,East North Central,18-29
12841972050,407651576,07/24/2021 04:04:19 AM,07/24/2021 04:04:59 AM,,,,,7e5acda7432c1ec8b8e304c2af,,,smc,,Travel,Text and Image Treatment,Text and Image Treatment,Article 1,5,Male,"$100,000-$124,999",Windows Desktop / Laptop,Middle Atlantic,> 60
12841970625,407651576,07/24/2021 04:02:29 AM,07/24/2021 04:03:16 AM,,,,,e30c0ec260e5085f2c59e84b60,,,smc,,Travel,Text and Image Treatment,Text Treatment,Article 2,8,Female,"$25,000-$49,999",Android Phone / Tablet,South Atlantic,> 60
12841963734,407651576,07/24/2021 03:54:36 AM,07/24/2021 03:55:30 AM,,,,,67baf4b40bf978d1cba8724f33,,,smc,,Business,Control,Control,Article 2,10,Male,"$150,000-$174,999",iOS Phone / Tablet,East North Central,> 60
12841963680,407651576,07/24/2021 03:54:22 AM,07/24/2021 03:55:26 AM,,,,,506fdf524e152da88e652bb38b,,,smc,,None,Text Treatment,Image Treatment,Article 2,1,Female,"$50,000-$74,999",iOS Phone / Tablet,Middle Atlantic,45-60
12841949255,407651576,07/24/2021 03:37:41 AM,07/24/2021 03:38:28 AM,,,,,2017f74570d617960a76316c74,,,smc,,Travel,Text and Image Treatment,Image Treatment,Article 1,6,Female,"$75,000-$99,999",iOS Phone / Tablet,West North Central,45-60
12841949110,407651576,07/24/2021 03:37:34 AM,07/24/2021 03:38:20 AM,,,,,29e3de2d887f98c6c92892e448,,,smc,,Politics,Control,Text and Image Treatment,Article 1,9,Female,"$75,000-$99,999",iOS Phone / Tablet,East North Central,> 60
12841946570,407651576,07/24/2021 03:34:50 AM,07/24/2021 03:35:23 AM,,,,,e19d200bd6527432a3d413422d,,,smc,,Politics,Control,Text Treatment,Article 1,5,Male,"$10,000-$24,999",iOS Phone / Tablet,South Atlantic,45-60
12841946270,407651576,07/24/2021 03:34:47 AM,07/24/2021 03:35:03 AM,,,,,fe616768bc986f240657ab6d7f,,,smc,,Art,Control,Text and Image Treatment,Article 2,7,Male,"$200,000+",iOS Phone / Tablet,New England,45-60
12841944540,407651576,07/24/2021 03:32:46 AM,07/24/2021 03:33:08 AM,,,,,74fe068870a5237dfe7f3120ea,,,smc,,Travel,Control,Control,Article 2,7,Female,"$25,000-$49,999",Android Phone / Tablet,Pacific,30-44
12841942038,407651576,07/24/2021 03:29:36 AM,07/24/2021 03:30:15 AM,,,,,1e1e9186981e905e1d44869845,,,smc,,Travel,Text and Image Treatment,Image Treatment,Article 1,8,Female,Prefer not to answer,Android Phone / Tablet,South Atlantic,> 60
12841937971,407651576,07/24/2021 03:24:43 AM,07/24/2021 03:25:23 AM,,,,,ef371815482607fb749e8b2f31,,,smc,,Business,Image Treatment,Text and Image Treatment,Article 1,8,Male,"$200,000+",iOS Phone / Tablet,Pacific,45-60
12841934847,407651576,07/24/2021 03:21:09 AM,07/24/2021 03:21:43 AM,,,,,0ec843e8c27a769de352f2be3a,,,smc,,Tech,Control,Control,Article 2,7,Female,Prefer not to answer,iOS Phone / Tablet,Mountain,> 60
12841929231,407651576,07/24/2021 03:14:35 AM,07/24/2021 03:15:09 AM,,,,,50b6299eeab6a4de28700f20a6,,,smc,,Art,Text and Image Treatment,Text Treatment,Article 2,2,Male,"$75,000-$99,999",Android Phone / Tablet,West North Central,45-60
12841922381,407651576,07/24/2021 03:06:34 AM,07/24/2021 03:07:18 AM,,,,,2ad92536fe8586bc29402cc18b,,,smc,,Business,Image Treatment,Control,Article 2,8,Male,"$50,000-$74,999",Android Phone / Tablet,East North Central,45-60
12841922130,407651576,07/24/2021 03:06:25 AM,07/24/2021 03:06:57 AM,,,,,1c8172d12c149b35899b730b72,,,smc,,Politics,Text and Image Treatment,Text Treatment,Article 1,6,Male,"$50,000-$74,999",Android Phone / Tablet,East South Central,30-44
12841921906,407651576,07/24/2021 03:20:31 AM,07/24/2021 03:20:57 AM,,,,,85ef329919f7e1802152deb4a5,,,smc,,Sports,Text and Image Treatment,Text and Image Treatment,Article 1,7,Male,"$10,000-$24,999",Android Phone / Tablet,Middle Atlantic,30-44
12841920351,407651576,07/24/2021 03:04:04 AM,07/24/2021 03:04:58 AM,,,,,937d31ca56fc2d60171441a44a,,,smc,,Travel,Text and Image Treatment,Text Treatment,Article 1,8,Female,"$25,000-$49,999",Android Phone / Tablet,East North Central,45-60
12841919798,407651576,07/24/2021 03:04:08 AM,07/24/2021 03:04:19 AM,,,,,7f3770be269508f66606d69024,,,smc,,Sports,Control,Image Treatment,Article 1,4,Female,"$25,000-$49,999",iOS Phone / Tablet,East North Central,45-60
12841914601,407651576,07/24/2021 02:57:46 AM,07/24/2021 02:58:20 AM,,,,,7fe802ef2c1b53663b9d446c56,,,smc,,Travel,Text and Image Treatment,Image Treatment,Article 1,6,Female,"$25,000-$49,999",iOS Phone / Tablet,South Atlantic,30-44
12841912871,407651576,07/24/2021 02:55:32 AM,07/24/2021 02:56:20 AM,,,,,7039f4f7d10ff0834bd9e384ab,,,smc,,Politics,Control,Text Treatment,Article 1,8,Female,"$25,000-$49,999",iOS Phone / Tablet,South Atlantic,> 60
12841912785,407651576,07/24/2021 02:55:24 AM,07/24/2021 02:56:13 AM,,,,,db6b344924989b0a094f1df6c5,,,smc,,Politics,Text Treatment,Text and Image Treatment,Article 2,10,Male,"$25,000-$49,999",Other,Middle Atlantic,> 60
12841906621,407651576,07/24/2021 02:47:26 AM,07/24/2021 02:48:51 AM,,,,,86042e1e8403a5f7ea103e3885,,,smc,,Sports,Text and Image Treatment,Text Treatment,Article 1,8,Female,"$25,000-$49,999",Android Phone / Tablet,Pacific,> 60
12841904273,407651576,07/24/2021 02:45:34 AM,07/24/2021 02:46:10 AM,,,,,478c2717aab7ecdc0f69cebbe6,,,smc,,None,Text and Image Treatment,Text and Image Treatment,Article 2,2,Male,"$50,000-$74,999",iOS Phone / Tablet,South Atlantic,45-60
12841901573,407651576,07/24/2021 02:41:42 AM,07/24/2021 02:43:00 AM,,,,,6dda0622a935ae598914228be0,,,smc,,Tech,Control,Control,Article 1,3,Female,"$10,000-$24,999",iOS Phone / Tablet,South Atlantic,> 60
12841894153,407651576,07/24/2021 02:33:52 AM,07/24/2021 02:34:37 AM,,,,,8ed317a81ccb30773feff96b8e,,,smc,,Tech,Text and Image Treatment,Control,Article 2,2,Male,"$25,000-$49,999",iOS Phone / Tablet,East South Central,30-44
12841891216,407651576,07/24/2021 02:30:28 AM,07/24/2021 02:31:23 AM,,,,,a8dce6f7ed4a846c10bf0ae972,,,smc,,Politics,Text Treatment,Text and Image Treatment,Article 1,10,Female,"$10,000-$24,999",iOS Phone / Tablet,East South Central,45-60
12841886546,407651576,07/24/2021 02:24:44 AM,07/24/2021 02:26:05 AM,,,,,339c5aa9430b1724c764eaf105,,,smc,,Other,Text and Image Treatment,Text Treatment,Article 1,6,Male,"$50,000-$74,999",Android Phone / Tablet,West South Central,> 60
12841885642,407651576,07/24/2021 02:24:47 AM,07/24/2021 02:24:58 AM,,,,,6f7ad0df45343317853c8e4e54,,,smc,,Sports,Text and Image Treatment,Control,Article 1,5,Male,"$0-$9,999",iOS Phone / Tablet,South Atlantic,> 60
12841885412,407651576,07/24/2021 02:24:06 AM,07/24/2021 02:24:43 AM,,,,,5744f0b18f0314dc035ec528c9,,,smc,,Other,Text and Image Treatment,Text Treatment,Article 1,10,Female,"$50,000-$74,999",iOS Phone / Tablet,Pacific,30-44
12841884829,407651576,07/24/2021 02:23:08 AM,07/24/2021 02:24:00 AM,,,,,2ca794360da3810a58613cf43e,,,smc,,Other,Control,Text and Image Treatment,Article 2,10,Female,"$75,000-$99,999",Android Phone / Tablet,East North Central,> 60
12841878625,407651576,07/24/2021 02:15:36 AM,07/24/2021 02:16:23 AM,,,,,f5438702184cba2f7bcfd3764e,,,smc,,Tech,Control,Text and Image Treatment,Article 1,5,Male,"$150,000-$174,999",Android Phone / Tablet,South Atlantic,45-60
12841878506,407651576,07/24/2021 02:15:37 AM,07/24/2021 02:16:16 AM,,,,,3aba982ebdb0a68cd5b20db3d8,,,smc,,Sports,Text Treatment,Text and Image Treatment,Article 1,3,Female,"$25,000-$49,999",Android Phone / Tablet,Mountain,45-60
12841873567,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873558,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873546,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873529,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873521,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873507,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873497,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873489,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873478,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873465,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873453,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873441,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873427,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873420,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873406,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873395,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873386,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873364,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873332,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841873155,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,Male,"$125,000-$149,999",iOS Phone / Tablet,Mountain,45-60
12841872987,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841872835,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841872672,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841872432,407651576,07/24/2021 02:08:39 AM,07/24/2021 02:09:06 AM,,,,,176f1c65c97b8f889f3ee84436,,,smc,,None,Control,Image Treatment,Article 2,1,,,,,
12841870341,407651576,07/24/2021 02:05:34 AM,07/24/2021 02:06:36 AM,,,,,112d35213aee050b972b92c4b1,,,smc,,Politics,Control,Image Treatment,Article 2,7,Female,"$75,000-$99,999",iOS Phone / Tablet,Pacific,> 60
12841865996,407651576,07/24/2021 02:00:22 AM,07/24/2021 02:01:00 AM,,,,,ff0cccc5631d2aa48f0cf0089d,,,smc,,Tech,Image Treatment,Control,Article 2,5,Male,"$0-$9,999",Android Phone / Tablet,West South Central,18-29
12841862750,407651576,07/24/2021 01:57:03 AM,07/24/2021 01:57:40 AM,,,,,665178eff69d1ac7654aff3ab7,,,smc,,Politics,Text Treatment,Control,Article 1,8,Female,"$25,000-$49,999",iOS Phone / Tablet,East North Central,> 60
12841862321,407651576,07/24/2021 01:56:14 AM,07/24/2021 01:57:11 AM,,,,,7a073dea1cb147e6abecea2bac,,,smc,,Travel,Control,Control,Article 1,4,Male,"$25,000-$49,999",Android Phone / Tablet,West South Central,45-60
12841855510,407651576,07/24/2021 01:48:47 AM,07/24/2021 01:49:20 AM,,,,,ee5136c872908d90b293ca285c,,,smc,,None,Text Treatment,Control,Article 2,4,Female,"$25,000-$49,999",Android Phone / Tablet,East North Central,45-60
12841852115,407651576,07/24/2021 01:45:02 AM,07/24/2021 01:45:24 AM,,,,,475649c856d292ad0d2a62320c,,,smc,,Tech,Text Treatment,Text and Image Treatment,Article 2,8,Male,"$125,000-$149,999",Android Phone / Tablet,Middle Atlantic,45-60
12841851916,407651576,07/24/2021 01:43:59 AM,07/24/2021 01:45:10 AM,,,,,c7528ca8b2e0107d58ea7c4550,,,smc,,Sports,Control,Control,Article 1,8,Female,"$25,000-$49,999",Android Phone / Tablet,South Atlantic,> 60
12841845194,407651576,07/24/2021 01:37:03 AM,07/24/2021 01:37:55 AM,,,,,846769f35aa774691236a5d9df,,,smc,,Travel,Text Treatment,Control,Article 1,2,Male,"$25,000-$49,999",Android Phone / Tablet,Middle Atlantic,> 60
12841840221,407651576,07/24/2021 01:32:20 AM,07/24/2021 01:32:55 AM,,,,,f0e797db69f99bc338a0afdb1c,,,smc,,Art,Image Treatment,Control,Article 2,9,Female,"$25,000-$49,999",iOS Phone / Tablet,Middle Atlantic,45-60
12841839598,407651576,07/24/2021 01:31:49 AM,07/24/2021 01:32:25 AM,,,,,cc06bb8a3fabf4dc953e6b5502,,,smc,,Politics,Control,Image Treatment,Article 1,7,Male,"$25,000-$49,999",Windows Desktop / Laptop,South Atlantic,> 60
12841835162,407651576,07/24/2021 01:28:10 AM,07/24/2021 01:28:46 AM,,,,,055a64cffea4aeb354c3594b5f,,,smc,,Tech,Image Treatment,Text and Image Treatment,Article 2,4,Male,"$25,000-$49,999",Android Phone / Tablet,Mountain,18-29
12841831114,407651576,07/24/2021 01:23:28 AM,07/24/2021 01:24:18 AM,,,,,ce2602725ef19130e736396efb,,,smc,,Other,Text and Image Treatment,Image Treatment,Article 2,5,Female,"$50,000-$74,999",iOS Phone / Tablet,South Atlantic,45-60
12841824238,407651576,07/24/2021 01:16:43 AM,07/24/2021 01:17:34 AM,,,,,99ffa44cea9c14297440b4ebe3,,,smc,,Travel,Text and Image Treatment,Text and Image Treatment,Article 1,3,Female,"$0-$9,999",Other,Mountain,45-60
12841821813,407651576,07/24/2021 01:14:43 AM,07/24/2021 01:15:13 AM,,,,,1e4c0c4c43ff27928b6771cbb2,,,smc,,Travel,Control,Text and Image Treatment,Article 1,5,Male,"$200,000+",Android Phone / Tablet,Pacific,45-60
12841816885,407651576,07/24/2021 01:09:45 AM,07/24/2021 01:10:22 AM,,,,,0a5937ba7e3fe3348be8360f9e,,,smc,,Other,Text Treatment,Text Treatment,Article 1,7,Female,"$0-$9,999",iOS Phone / Tablet,Pacific,18-29
12841816714,407651576,07/24/2021 01:09:42 AM,07/24/2021 01:10:13 AM,,,,,11fa06cc99b97935b1226bd9ca,,,smc,,Travel,Text Treatment,Text and Image Treatment,Article 1,7,Female,"$75,000-$99,999",iOS Phone / Tablet,Pacific,30-44
12841814708,407651576,07/24/2021 01:07:00 AM,07/24/2021 01:08:08 AM,,,,,beaaccc54bc8beac222ae012d3,,,smc,,Sports,Control,Control,Article 2,10,Female,"$25,000-$49,999",iOS Phone / Tablet,South Atlantic,45-60
12841813107,407651576,07/24/2021 01:05:57 AM,07/24/2021 01:06:30 AM,,,,,731b0c791b6bdbf7fb31ac82c7,,,smc,,Travel,Image Treatment,Control,Article 2,1,Male,"$10,000-$24,999",iOS Phone / Tablet,West North Central,45-60
12841807620,407651576,07/24/2021 01:00:37 AM,07/24/2021 01:01:02 AM,,,,,5e0fa84a350b7fdb702a8c5bdc,,,smc,,Politics,Text Treatment,Control,Article 1,4,Female,"$0-$9,999",Android Phone / Tablet,South Atlantic,45-60
12841803901,407651576,07/24/2021 12:56:16 AM,07/24/2021 12:56:51 AM,,,,,cb37d971eac91dfba07231696f,,,smc,,Sports,Text Treatment,Text and Image Treatment,Article 2,6,Male,"$100,000-$124,999",iOS Phone / Tablet,East North Central,> 60
12841801506,407651576,07/24/2021 12:52:59 AM,07/24/2021 12:53:52 AM,,,,,3ff72e5b5dfacdb6576568bde1,,,smc,,Politics,Text and Image Treatment,Text Treatment,Article 1,5,Female,"$10,000-$24,999",Windows Desktop / Laptop,Pacific,> 60
12841798273,407651576,07/24/2021 12:49:13 AM,07/24/2021 12:50:01 AM,,,,,996fbf961ffd9a4db7447699e8,,,smc,,Politics,Text and Image Treatment,Control,Article 1,10,Male,"$100,000-$124,999",Android Phone / Tablet,Pacific,> 60
12841792297,407651576,07/24/2021 12:41:49 AM,07/24/2021 12:42:39 AM,,,,,eadb2ddd62e04161d4921db8e7,,,smc,,Politics,Control,Control,Article 1,10,Female,"$75,000-$99,999",iOS Phone / Tablet,East South Central,> 60
12841792288,407651576,07/24/2021 12:41:18 AM,07/24/2021 12:42:39 AM,,,,,383d9eea6821a04f567664926f,,,smc,,Politics,Control,Text and Image Treatment,Article 1,5,Male,Prefer not to answer,Windows Desktop / Laptop,Pacific,> 60
12841785972,407651576,07/24/2021 12:34:29 AM,07/24/2021 12:34:50 AM,,,,,c4386878958e4cb39a223b8ff2,,,smc,,Sports,Control,Control,Article 1,3,Male,"$75,000-$99,999",Android Phone / Tablet,,45-60
12841785360,407651576,07/24/2021 12:33:16 AM,07/24/2021 12:34:04 AM,,,,,57cac912b53677858f46b7862d,,,smc,,Sports,Text and Image Treatment,Image Treatment,Article 2,8,Female,"$50,000-$74,999",Windows Desktop / Laptop,Mountain,> 60
12841780028,407651576,07/24/2021 12:26:41 AM,07/24/2021 12:27:19 AM,,,,,7da5c885bf7a42055c3e9e0b47,,,smc,,Politics,Image Treatment,Control,Article 1,8,Female,"$125,000-$149,999",MacOS Desktop / Laptop,Pacific,> 60
12841777520,407651576,07/24/2021 12:23:37 AM,07/24/2021 12:24:12 AM,,,,,7bab8ae5fc16e7fbf15edbd5dd,,,smc,,Travel,Text Treatment,Text and Image Treatment,Article 2,8,Male,"$0-$9,999",iOS Phone / Tablet,Middle Atlantic,18-29
12841777479,407651576,07/24/2021 12:23:31 AM,07/24/2021 12:24:10 AM,,,,,475fcb4396f9c21c0fec12388d,,,smc,,Tech,Text Treatment,Image Treatment,Article 1,10,Male,"$25,000-$49,999",Android Phone / Tablet,Mountain,30-44
12841772689,407651576,07/24/2021 12:17:07 AM,07/24/2021 12:17:47 AM,,,,,95c7a1748a7b7f35af751038e7,,,smc,,Art,Text Treatment,Text and Image Treatment,Article 2,7,Female,"$100,000-$124,999",Windows Desktop / Laptop,New England,> 60
12841770601,407651576,07/24/2021 12:14:20 AM,07/24/2021 12:14:59 AM,,,,,bc21ef7599c5847c4ab6d10f56,,,smc,,Other,Text Treatment,Image Treatment,Article 1,10,Male,"$50,000-$74,999",Android Phone / Tablet,Pacific,> 60
12841767838,407651576,07/24/2021 12:10:02 AM,07/24/2021 12:11:34 AM,,,,,e52ee88fdfb3493cb81f2d7474,,,smc,,Other,Text and Image Treatment,Text and Image Treatment,Article 2,7,Female,"$0-$9,999",iOS Phone / Tablet,East North Central,45-60
12841764407,407651576,07/24/2021 12:05:47 AM,07/24/2021 12:07:04 AM,,,,,3f6d0a0d1e0e525a3e2f55e0e8,,,smc,,Sports,Image Treatment,Image Treatment,Article 1,8,Male,"$200,000+",Windows Desktop / Laptop,West South Central,> 60
12841760870,407651576,07/24/2021 12:01:45 AM,07/24/2021 12:02:32 AM,,,,,7805714ea09db1aa8051ed301c,,,smc,,Travel,Image Treatment,Text and Image Treatment,Article 2,6,Female,"$100,000-$124,999",iOS Phone / Tablet,South Atlantic,45-60
12841758133,407651576,07/23/2021 11:58:09 PM,07/23/2021 11:59:02 PM,,,,,b130041522e2067b23b75c386a,,,smc,,Politics,Text Treatment,Text Treatment,Article 1,6,Male,Prefer not to answer,iOS Phone / Tablet,Mountain,> 60
12841753424,407651576,07/23/2021 11:52:08 PM,07/23/2021 11:52:54 PM,,,,,3c1e721ed45a8ba0d7f9d15096,,,smc,,Art,Image Treatment,Text Treatment,Article 1,8,Female,Prefer not to answer,iOS Phone / Tablet,Pacific,> 60
12841747502,407651576,07/23/2021 11:44:22 PM,07/23/2021 11:44:59 PM,,,,,6ad3b3c72cd44e15975b8683d5,,,smc,,Politics,Image Treatment,Image Treatment,Article 1,6,Male,"$50,000-$74,999",iOS Phone / Tablet,Pacific,45-60
12841746299,407651576,07/23/2021 11:43:15 PM,07/23/2021 11:43:24 PM,,,,,1e29a73bd1058d26ca89f35f66,,,smc,,Travel,Image Treatment,Text Treatment,Article 2,8,Female,"$10,000-$24,999",Android Phone / Tablet,Pacific,45-60
12841740385,407651576,07/23/2021 11:34:49 PM,07/23/2021 11:35:42 PM,,,,,e11a1410f100e3dae76ae0ad35,,,smc,,Politics,Image Treatment,Image Treatment,Article 1,8,Female,"$100,000-$124,999",iOS Phone / Tablet,East South Central,> 60
12841740013,407651576,07/23/2021 11:35:02 PM,07/23/2021 11:35:19 PM,,,,,3ad72031cfbbc07612b32c9499,,,smc,,Art,Image Treatment,Text Treatment,Article 2,9,Male,"$10,000-$24,999",Android Phone / Tablet,Pacific,45-60
12841730264,407651576,07/23/2021 11:22:49 PM,07/23/2021 11:23:08 PM,,,,,4d4f960098c38cf7f8f93e1965,,,smc,,Business,Image Treatment,Image Treatment,Article 1,9,Male,"$50,000-$74,999",iOS Phone / Tablet,Pacific,45-60
12841727217,407651576,07/23/2021 11:17:15 PM,07/23/2021 11:19:23 PM,,,,,6dc51483a604b7924e1442f3b7,,,smc,,Other,Control,Text Treatment,Article 1,2,Male,"$0-$9,999",Android Phone / Tablet,West North Central,18-29
12841727147,407651576,07/23/2021 11:18:02 PM,07/23/2021 11:19:19 PM,,,,,22d2d7becafbc4ee70afb941c2,,,smc,,Travel,Image Treatment,Text Treatment,Article 2,5,Female,"$125,000-$149,999",iOS Phone / Tablet,South Atlantic,45-60
12841726683,407651576,07/23/2021 11:17:54 PM,07/23/2021 11:18:48 PM,,,,,e90a580209d0f31fa4a93bdf4e,,,smc,,Politics,Control,Text and Image Treatment,Article 1,9,Female,"$25,000-$49,999",Windows Desktop / Laptop,South Atlantic,> 60
12841725657,407651576,07/23/2021 11:17:07 PM,07/23/2021 11:17:34 PM,,,,,e9da6cd26ce56422fb81a5cfeb,,,smc,,Sports,Control,Image Treatment,Article 2,6,Male,"$50,000-$74,999",iOS Phone / Tablet,Pacific,30-44
12841723259,407651576,07/23/2021 11:14:25 PM,07/23/2021 11:14:39 PM,,,,,47a5975d0b25e7b7361473c949,,,smc,,Politics,Control,Image Treatment,Article 1,5,Male,"$50,000-$74,999",iOS Phone / Tablet,Middle Atlantic,45-60
12841720070,407651576,07/23/2021 11:09:49 PM,07/23/2021 11:10:49 PM,,,,,b77746e2a1412c910f2b23f749,,,smc,,None,Text and Image Treatment,Image Treatment,Article 2,1,Female,"$25,000-$49,999",Windows Desktop / Laptop,East North Central,> 60
12841718019,407651576,07/23/2021 11:07:49 PM,07/23/2021 11:08:21 PM,,,,,cfa0f2af63ca83a4fc7d7b4a27,,,smc,,Sports,Image Treatment,Text Treatment,Article 2,8,Male,"$100,000-$124,999",iOS Phone / Tablet,Mountain,45-60
